mine_id,state,mine_type,coal_type,mine_age_years,production_utilization_pct,production_change_pct,inspection_count_30d,days_since_last_inspection,missed_inspection_count,inspection_completion_rate,observation_count_30d,critical_observation_count,major_observation_count,total_violation_count_30d,total_violation_count_90d,open_violation_count,overdue_violation_count,high_severity_violation_count,critical_violation_count,repeat_violation_count,violation_growth_rate,total_action_count,overdue_action_count,average_action_delay_days,action_completion_rate,action_on_time_rate,verification_pending_count,incident_count_30d,incident_count_90d,fatality_count_90d,injury_count_90d,serious_incident_count,incident_growth_rate,environmental_anomaly_count,environmental_threshold_breach_count,environmental_breach_rate,days_since_last_incident,days_since_last_violation,compliance_rate,overdue_compliance_rate,critical_compliance_gap,zone_violation_count,repeat_violation_neighbor_count,neighbor_zone_risk,contractor_compliance_score,high_risk_contractor_count
IND_MINE_0281,Chhattisgarh,Underground,Non-Coking Bituminous,36,73.23,20.15,1,86,2,72.01,8,2,3,14,28,20,12,5,1,1,-12.56,51,11,0.89,84.56,84.28,0,3,7,0,2,1,1.49,5,0,0.0,484,365,52.17,50.57,5,20,5,2.2,96.16,3
IND_MINE_0282,Chhattisgarh,Underground,Coking Coal,64,58.3,4.24,3,60,0,83.67,9,0,7,7,9,0,0,0,0,0,5.25,20,8,2.67,76.95,66.21,8,1,2,1,0,2,16.53,0,0,0,293,292,88.59,10.08,9,1,7,2.04,100,2
IND_MINE_0283,Chhattisgarh,Underground,Sub-Bituminous,25,75.02,-0.3,2,41,2,73.72,11,0,6,10,24,22,7,0,0,2,-10.64,27,7,19.97,83.37,77.06,12,2,8,0,2,3,36.5,2,2,100.0,402,173,70.69,25.33,2,10,7,8.26,92.98,0
IND_MINE_0284,Chhattisgarh,Mixed,Coking Coal,43,85.18,-2.52,4,60,0,84.75,18,0,7,6,15,9,8,3,0,4,-13.8,36,0,8.22,88.07,80.89,1,2,7,0,3,0,26.89,3,2,66.67,304,360,76.21,21.13,10,9,2,7.55,81.62,0
IND_MINE_0285,Chhattisgarh,Opencast,Anthracite,20,82.91,-13.69,5,38,0,84.48,8,0,5,0,9,2,0,1,0,4,16.49,10,4,29.99,70.27,62.79,10,1,3,0,2,1,17.57,6,1,16.67,613,148,92.4,2.68,9,5,8,9.02,66.29,2
IND_MINE_0286,Chhattisgarh,Underground,Non-Coking Bituminous,26,82.91,9.93,1,23,0,91.39,6,0,6,10,24,8,2,4,0,2,5.2,49,14,14.03,84.76,84.19,0,3,5,0,0,3,-0.96,4,3,75.0,389,222,76.24,27.0,1,3,8,7.35,96.77,3
IND_MINE_0287,Chhattisgarh,Opencast,Sub-Bituminous,46,76.8,7.99,5,48,0,88.03,18,0,6,8,10,10,2,1,1,1,6.31,29,11,20.36,71.2,65.7,0,0,2,0,2,2,19.44,5,0,0.0,421,361,75.8,30.0,9,17,6,2.85,80.48,3
IND_MINE_0288,Chhattisgarh,Underground,Sub-Bituminous,55,89.84,-4.27,5,83,2,76.55,7,0,0,1,18,14,8,1,1,1,-3.82,18,2,30.43,91.5,80.33,3,0,0,0,0,0,25.44,8,1,12.5,638,222,85.4,11.44,2,8,9,3.44,89.85,2
IND_MINE_0289,Chhattisgarh,Mixed,Sub-Bituminous,43,88.67,-6.55,1,23,1,85.69,6,0,6,0,9,4,3,0,0,2,-9.98,16,4,14.3,83.1,73.84,8,1,4,0,1,2,-21.5,5,4,80.0,72,47,94.16,5.45,0,1,0,3.38,86.86,5
IND_MINE_0290,Chhattisgarh,Mixed,Sub-Bituminous,53,84.76,2.1,3,60,0,94.43,9,0,1,1,12,11,4,4,0,4,19.36,31,15,14.8,74.07,60.98,1,0,1,0,0,0,-13.42,6,1,16.67,436,48,91.78,15.11,8,1,6,1.8,78.25,4
IND_MINE_0291,Chhattisgarh,Underground,Non-Coking Bituminous,16,91.37,-0.24,2,0,2,88.8,11,0,7,4,15,3,2,4,2,6,5.7,20,3,16.49,91.31,86.74,12,1,5,0,2,1,22.94,3,2,66.67,380,138,90.98,6.37,8,1,8,5.04,94.24,0
IND_MINE_0292,Chhattisgarh,Opencast,Anthracite,73,77.14,14.92,2,37,2,80.2,13,0,6,12,16,11,0,3,0,7,15.63,20,6,14.28,78.55,77.44,12,1,2,0,4,1,3.03,7,1,14.29,15,331,74.44,33.36,3,15,6,4.24,78.76,3
IND_MINE_0293,Chhattisgarh,Mixed,Non-Coking Bituminous,52,89.06,6.84,0,76,4,69.04,18,3,0,12,18,3,0,4,2,5,17.05,36,4,23.34,91.55,82.93,11,1,4,0,3,2,-18.44,4,3,75.0,599,233,67.59,34.73,0,9,2,7.93,69.53,4
IND_MINE_0294,Chhattisgarh,Opencast,Coking Coal,31,88.01,-10.73,3,35,1,78.38,6,1,5,10,21,18,2,4,0,6,34.62,46,16,17.26,79.69,77.6,3,1,6,0,0,3,-8.28,8,6,75.0,112,179,79.23,19.25,5,17,1,1.2,94.94,0
IND_MINE_0295,Chhattisgarh,Mixed,Sub-Bituminous,50,95.99,3.61,0,6,4,75.27,17,2,5,4,21,2,0,1,1,1,18.62,27,10,32.02,70.55,53.81,11,2,6,0,5,2,38.95,7,0,0.0,353,15,80.72,14.6,4,9,7,9.68,79.97,4
IND_MINE_0296,Chhattisgarh,Underground,Sub-Bituminous,39,64.38,4.46,0,57,0,93.86,9,0,5,8,22,14,2,1,1,0,25.4,43,6,28.48,83.03,78.55,2,2,4,0,5,0,-17.12,3,0,0.0,502,212,75.49,20.52,2,5,1,1.72,76.23,2
IND_MINE_0297,Chhattisgarh,Underground,Anthracite,52,78.2,-3.19,0,48,0,98.04,7,1,6,5,9,8,2,1,1,5,32.45,14,7,11.76,72.33,55.16,5,0,4,0,1,0,20.16,0,0,0,110,233,85.66,13.1,10,11,4,4.37,87.53,1
IND_MINE_0298,Chhattisgarh,Underground,Coking Coal,8,89.96,12.3,0,74,4,77.69,6,0,5,9,20,19,10,4,2,7,-16.52,45,13,19.81,73.89,65.97,9,0,5,0,3,1,-2.73,6,1,16.67,104,250,67.62,35.24,5,20,4,9.0,95.21,0
IND_MINE_0299,Chhattisgarh,Underground,Anthracite,44,79.56,-1.84,3,58,1,85.34,9,1,4,9,11,8,0,0,0,5,-5.85,36,18,0.38,75.94,61.29,11,1,3,0,6,2,2.06,5,5,100.0,157,343,72.5,23.39,6,6,1,1.85,98.47,4
IND_MINE_0300,Chhattisgarh,Underground,Coking Coal,70,82.9,7.42,4,49,2,73.12,8,0,1,4,7,2,2,1,1,6,-3.42,18,2,34.38,80.77,78.15,3,2,5,0,8,1,2.54,5,1,20.0,69,184,89.7,6.26,3,17,10,7.5,94.98,3
IND_MINE_0301,Chhattisgarh,Underground,Non-Coking Bituminous,72,72.97,-6.32,3,7,0,85.13,8,0,6,3,17,5,2,1,1,4,28.15,32,0,5.43,92.66,91.52,11,2,8,0,3,2,-3.7,7,2,28.57,377,305,85.58,16.2,3,1,4,2.3,95.73,0
IND_MINE_0302,Chhattisgarh,Mixed,Non-Coking Bituminous,23,87.78,7.71,0,85,0,88.69,4,0,4,0,18,16,5,5,0,4,23.45,30,6,1.6,89.42,73.62,11,0,0,0,0,0,-0.78,1,0,0.0,183,10,88.73,7.81,7,1,5,9.56,75.67,3
IND_MINE_0303,Telangana,Mixed,Non-Coking Bituminous,8,92.94,12.63,3,71,0,92.91,3,0,3,0,4,0,0,0,0,3,13.61,19,9,31.45,76.83,59.5,10,0,2,0,4,2,4.49,0,0,0,589,162,99,0,9,4,4,4.59,69.32,2
IND_MINE_0304,Telangana,Underground,Coking Coal,12,80.61,6.42,3,2,0,96.3,7,0,7,9,19,2,2,2,2,6,3.08,35,11,18.07,77.92,66.37,9,0,6,0,5,1,23.52,3,0,0.0,164,101,84.05,21.19,1,2,2,5.93,100,3
IND_MINE_0305,Telangana,Mixed,Sub-Bituminous,57,65.82,19.94,4,66,0,85.44,10,0,5,4,11,11,10,1,1,4,19.98,18,1,33.71,84.89,72.68,5,0,2,0,1,2,1.76,0,0,0,680,246,80.29,27.02,8,11,5,9.34,75.75,1
IND_MINE_0306,Telangana,Mixed,Sub-Bituminous,32,78.29,6.11,0,75,3,74.6,7,0,3,7,10,6,3,6,0,5,26.62,31,11,23.41,83.6,75.5,0,1,3,0,0,2,-10.34,6,5,83.33,681,10,82.25,21.5,9,3,4,9.28,77.31,0
IND_MINE_0307,Telangana,Underground,Coking Coal,17,73.61,7.66,3,12,2,80.68,18,1,4,3,21,2,0,2,0,2,-1.15,25,1,32.74,89.98,83.94,5,0,5,0,0,0,-10.77,2,2,100.0,198,304,82.39,18.12,7,14,0,8.3,77.19,4
IND_MINE_0308,Telangana,Opencast,Sub-Bituminous,48,57.55,4.52,1,8,1,88.94,16,0,1,11,14,7,2,5,1,0,-9.04,22,2,6.1,92.45,76.31,7,0,6,0,4,1,30.69,5,0,0.0,19,272,74.71,32.67,6,20,1,6.17,79.61,3
IND_MINE_0309,Telangana,Opencast,Anthracite,23,77.02,-15.98,1,26,0,99.76,4,0,4,6,13,1,0,5,1,7,-16.44,26,3,29.93,88.66,78.88,1,0,4,0,5,3,-14.78,2,1,50.0,265,102,88.38,11.56,7,20,8,7.88,69.27,0
IND_MINE_0310,Telangana,Mixed,Sub-Bituminous,39,82.55,-9.87,0,0,3,75.08,13,2,1,1,3,2,0,3,2,3,20.01,10,4,34.41,67.83,65.57,9,1,3,2,6,2,-15.83,2,2,100.0,60,16,76.65,19.12,0,2,4,9.75,100,0
IND_MINE_0311,Telangana,Underground,Coking Coal,20,79.16,2.37,5,24,1,92.52,9,1,7,8,13,9,6,0,0,2,28.44,20,8,8.51,71.15,66.12,8,0,3,0,4,1,22.56,8,6,75.0,131,40,69.95,27.17,6,18,0,1.91,72.91,1
IND_MINE_0312,Telangana,Mixed,Sub-Bituminous,22,89.39,-4.13,0,67,2,75.82,1,0,1,8,14,8,6,0,0,0,11.42,19,7,2.52,73.99,64.4,2,3,9,0,4,0,22.69,1,0,0.0,595,365,79.98,22.79,9,18,0,6.9,81.67,1
IND_MINE_0313,Telangana,Underground,Anthracite,70,91.08,-2.33,3,89,0,86.54,15,2,8,4,14,13,2,1,1,5,-11.96,26,7,0.64,78.18,61.81,3,0,0,0,0,0,18.95,7,1,14.29,408,241,74.37,32.94,0,15,4,6.91,100,3
IND_MINE_0314,Telangana,Underground,Non-Coking Bituminous,25,87.85,3.55,2,0,2,72.89,12,0,6,4,20,9,6,4,0,3,15.65,34,15,33.62,66.85,56.99,11,1,5,0,0,0,-14.03,4,0,0.0,459,26,81.34,23.4,6,7,1,8.38,100,0
IND_MINE_0315,Telangana,Opencast,Non-Coking Bituminous,38,91.24,15.32,3,69,2,86.53,12,0,4,6,24,14,5,3,0,1,17.72,32,12,0.07,82.27,70.9,1,0,0,0,0,0,6.22,2,1,50.0,719,128,85.98,13.55,10,11,9,9.4,87.75,4
IND_MINE_0316,Telangana,Mixed,Sub-Bituminous,44,73.12,-2.7,1,83,0,87.09,13,0,7,8,13,3,0,3,2,3,12.51,29,13,34.14,70.71,69.31,9,1,1,0,2,1,-5.06,0,0,0,580,337,78.54,20.66,10,5,4,4.44,100,5
IND_MINE_0317,Telangana,Opencast,Coking Coal,30,64.91,11.95,5,59,1,80.17,2,0,2,10,28,15,11,4,1,4,-5.3,40,20,15.59,75.8,64.03,2,1,2,0,4,2,0.85,8,0,0.0,679,1,73.39,25.44,3,20,7,3.05,88.41,2
IND_MINE_0318,Telangana,Mixed,Anthracite,30,74.48,1.8,1,45,2,84.27,7,0,1,6,14,13,3,6,1,1,-19.52,15,2,31.38,89.41,78.85,1,0,0,0,0,0,27.87,8,5,62.5,655,250,82.24,16.94,0,12,8,2.88,100,5
IND_MINE_0319,Telangana,Mixed,Anthracite,49,83.81,19.17,1,77,2,82.53,8,0,1,8,20,12,7,1,1,0,-3.58,38,13,26.12,79.05,70.53,4,1,2,0,2,2,-15.9,4,4,100.0,644,357,78.24,25.05,0,10,10,7.82,77.99,5
IND_MINE_0320,Telangana,Opencast,Anthracite,51,86.54,-1.57,4,6,1,84.37,3,2,1,4,6,6,6,3,0,6,28.29,30,6,22.19,85.38,73.52,4,2,8,0,1,1,-16.0,8,1,12.5,44,101,76.57,19.91,5,16,9,4.18,84.06,3
IND_MINE_0321,Telangana,Opencast,Sub-Bituminous,26,51.08,1.6,2,41,0,87.14,17,0,3,9,26,7,3,6,0,5,-8.11,31,2,33.33,96.13,88.6,10,1,3,0,5,0,-6.95,0,0,0,727,90,74.4,24.71,9,17,0,6.57,81.38,4
IND_MINE_0322,Telangana,Opencast,Non-Coking Bituminous,45,74.34,3.36,5,88,2,72.36,13,1,8,5,22,17,15,6,0,3,21.12,27,0,9.06,91.68,80.34,5,3,8,0,3,3,-24.59,7,2,28.57,524,282,71.47,23.96,3,8,0,9.53,96.23,1
IND_MINE_0323,Telangana,Mixed,Coking Coal,45,87.78,3.74,1,51,1,78.53,18,0,6,0,11,5,2,6,0,2,-17.58,36,15,20.17,68.19,52.99,0,2,2,0,1,2,-12.38,2,1,50.0,101,270,94.42,7.64,3,6,1,1.79,75.66,1
IND_MINE_0324,Telangana,Opencast,Non-Coking Bituminous,64,82.24,9.83,5,19,1,89.78,17,2,4,4,6,6,5,1,1,4,23.34,12,1,33.79,95.05,92.36,6,1,3,0,5,3,26.23,7,7,100.0,524,317,76.31,22.02,6,7,9,7.0,63.78,4
IND_MINE_0325,Telangana,Underground,Coking Coal,40,74.4,7.83,1,42,2,85.82,4,1,3,10,25,15,1,1,1,5,-7.87,43,9,25.58,89.0,87.36,1,1,5,0,4,2,31.61,2,1,50.0,623,110,73.81,27.05,10,14,9,2.7,92.86,5
IND_MINE_0326,Telangana,Mixed,Sub-Bituminous,57,68.77,4.45,4,33,1,80.47,3,0,3,8,14,7,7,5,1,0,-17.73,34,16,27.5,69.86,54.58,3,0,6,0,0,3,22.63,5,2,40.0,608,47,71.93,28.2,10,15,9,4.14,78.49,0
IND_MINE_0327,Telangana,Underground,Sub-Bituminous,21,81.65,5.42,1,79,1,88.48,12,0,6,3,11,11,2,3,2,4,-3.06,27,8,20.44,83.83,67.22,11,1,2,0,4,0,-23.17,4,4,100.0,582,295,84.58,22.09,7,1,1,7.73,59.25,4
IND_MINE_0328,Telangana,Underground,Coking Coal,62,70.1,-1.43,2,38,1,80.16,8,0,1,2,19,8,2,0,0,0,17.37,22,8,29.37,76.19,74.27,4,0,0,0,0,0,-24.45,6,3,50.0,667,120,94.23,4.34,4,19,7,1.13,79.51,3
IND_MINE_0329,Telangana,Opencast,Coking Coal,23,76.54,4.79,0,35,2,87.69,12,0,4,7,19,14,13,2,2,0,-5.77,26,3,18.92,87.62,80.32,8,0,4,0,6,1,34.15,5,2,40.0,196,147,75.76,27.97,7,7,1,7.22,69.82,0
IND_MINE_0330,Telangana,Opencast,Sub-Bituminous,32,82.98,-3.92,4,50,2,82.92,12,0,8,12,18,10,7,1,1,7,8.22,34,9,0.51,82.76,76.0,6,0,3,0,0,2,23.98,8,3,37.5,508,313,67.46,27.93,4,5,5,5.64,68.83,4
IND_MINE_0331,Telangana,Opencast,Coking Coal,74,74.11,-9.84,4,62,2,87.75,3,0,3,1,17,7,2,4,1,5,3.94,39,12,2.4,71.35,56.74,2,1,4,0,3,1,-7.86,7,2,28.57,236,154,90.11,9.51,3,17,3,6.22,86.65,3
IND_MINE_0332,Telangana,Mixed,Non-Coking Bituminous,57,83.06,5.15,3,88,1,84.57,4,2,2,10,17,16,12,6,1,5,-4.82,32,15,26.78,78.9,60.95,4,1,3,0,4,1,39.26,2,2,100.0,154,104,65.62,38.29,9,14,10,8.01,57.2,3
IND_MINE_0333,Telangana,Mixed,Non-Coking Bituminous,11,73.47,8.13,5,42,2,80.91,4,3,1,14,32,10,1,6,2,4,16.83,40,18,13.39,65.2,64.39,5,0,6,0,5,0,16.3,0,0,0,36,257,59.71,48.06,2,4,3,3.33,85.68,4
IND_MINE_0334,Telangana,Underground,Non-Coking Bituminous,55,79.48,1.11,3,59,2,74.97,15,1,3,2,15,6,0,6,1,5,29.14,20,10,34.41,66.22,59.86,11,3,7,0,4,2,-13.14,2,2,100.0,248,261,90.57,16.1,1,8,1,5.95,72.4,5
IND_MINE_0335,Telangana,Mixed,Sub-Bituminous,36,99,-6.79,5,54,0,82.01,2,1,1,4,17,11,8,5,0,4,13.88,21,5,34.22,80.64,62.76,6,1,4,0,2,3,-14.98,2,0,0.0,580,262,78.3,22.27,8,2,8,8.96,80.35,1
IND_MINE_0336,Telangana,Underground,Non-Coking Bituminous,50,65.65,4.03,2,6,2,75.45,1,1,0,3,16,4,3,4,2,2,-0.08,40,11,5.58,79.72,66.05,12,2,5,0,6,1,-1.82,1,0,0.0,496,271,77.93,22.29,9,12,6,6.2,99.78,5
IND_MINE_0337,Telangana,Mixed,Anthracite,54,78.96,27.93,2,85,2,79.79,4,0,2,2,13,11,8,0,0,3,-5.88,18,5,10.85,78.9,64.11,0,0,3,0,4,1,32.22,8,3,37.5,230,311,89.7,15.55,8,8,7,3.19,100,1
IND_MINE_0338,Telangana,Underground,Non-Coking Bituminous,67,79.95,0.69,4,70,2,89.53,16,1,1,13,24,2,1,5,2,3,-12.8,37,5,34.07,82.29,69.68,7,3,3,0,3,0,12.63,0,0,0,623,78,67.42,30.33,1,0,8,5.8,100,1
IND_MINE_0339,Telangana,Underground,Coking Coal,72,99,-17.41,2,28,0,89.06,17,0,5,6,21,16,13,6,1,1,6.99,30,8,12.41,75.9,58.74,8,0,0,0,0,0,-20.46,6,0,0.0,661,120,76.66,28.67,8,0,10,2.73,79.8,0
IND_MINE_0340,Telangana,Opencast,Coking Coal,58,74.94,15.94,4,24,2,79.92,9,3,0,0,17,6,2,2,0,1,32.54,37,12,28.58,84.65,75.51,12,0,2,0,3,2,16.21,8,2,25.0,485,83,78.45,28.78,9,6,3,1.18,74.54,0
IND_MINE_0341,Telangana,Mixed,Non-Coking Bituminous,57,93.62,10.9,5,28,1,79.12,12,0,7,8,22,14,6,3,1,0,20.47,31,5,2.78,89.0,73.65,6,3,5,0,8,1,-24.93,8,7,87.5,354,51,72.86,29.96,1,13,7,9.78,62.16,1
IND_MINE_0342,Odisha,Mixed,Non-Coking Bituminous,64,80.61,16.28,2,28,0,99.64,17,0,7,5,10,4,1,3,0,0,-17.84,30,10,5.93,81.35,80.84,2,2,2,0,1,1,15.79,5,1,20.0,69,113,86.21,18.59,10,13,7,3.88,66.1,3
IND_MINE_0343,Odisha,Opencast,Non-Coking Bituminous,71,84.83,13.85,2,6,1,77.66,11,2,5,6,23,17,9,2,2,4,-8.16,33,4,21.26,82.82,75.45,7,1,3,0,6,1,4.71,1,0,0.0,311,255,72.05,29.31,1,6,7,2.47,86.81,3
IND_MINE_0344,Odisha,Underground,Non-Coking Bituminous,24,82.1,12.68,4,49,2,73.78,9,3,5,13,31,13,11,3,0,2,13.85,47,14,14.73,85.27,76.33,3,1,5,0,5,2,-12.93,8,1,12.5,642,54,46.26,60.55,9,16,3,9.81,85.54,2
IND_MINE_0345,Odisha,Mixed,Non-Coking Bituminous,52,87.08,9.02,2,67,0,87.21,7,2,5,8,15,10,10,6,2,7,-7.54,31,9,6.48,78.31,67.6,10,0,6,0,3,1,25.76,7,6,85.71,202,140,59.0,46.92,4,12,2,2.29,92.49,1
IND_MINE_0346,Odisha,Underground,Sub-Bituminous,68,83.12,5.3,0,44,1,81.42,2,0,2,5,11,10,5,4,2,6,-2.36,13,2,22.93,81.54,64.91,8,0,2,0,4,2,25.9,5,4,80.0,631,159,86.81,9.04,4,16,7,9.93,93.64,4
IND_MINE_0347,Odisha,Mixed,Coking Coal,26,78.85,12.73,5,2,0,99.34,3,0,3,0,5,1,0,1,1,4,9.84,18,1,19.13,88.06,86.46,2,0,4,0,0,0,21.34,5,2,40.0,634,58,94.98,12.85,9,6,8,2.88,90.06,2
IND_MINE_0348,Odisha,Opencast,Non-Coking Bituminous,51,99,9.56,1,11,1,83.37,4,1,3,8,20,12,1,4,2,6,18.86,40,4,21.21,94.42,80.93,11,3,7,0,7,1,-18.68,1,0,0.0,537,302,71.34,27.95,9,19,6,4.4,76.5,5
IND_MINE_0349,Odisha,Opencast,Coking Coal,39,86.4,8.46,2,18,1,88.0,15,1,5,9,25,25,17,6,1,7,16.99,48,18,26.63,71.44,59.45,9,0,1,0,2,0,-15.26,0,0,0,453,25,57.64,43.27,0,18,6,1.71,94.74,1
IND_MINE_0350,Odisha,Underground,Coking Coal,35,80.58,17.73,2,12,0,85.55,13,2,1,8,10,10,10,5,0,0,20.06,21,0,22.37,92.58,77.75,5,2,7,0,5,1,39.1,0,0,0,192,90,65.38,30.43,3,10,3,9.82,77.13,2
IND_MINE_0351,Odisha,Underground,Sub-Bituminous,26,78.54,-11.43,2,66,0,94.83,6,1,2,4,20,7,6,5,2,3,9.9,24,12,26.97,76.96,65.63,4,1,1,0,2,1,39.54,8,4,50.0,529,56,83.06,16.45,8,7,2,7.5,95.59,2
IND_MINE_0352,Odisha,Underground,Non-Coking Bituminous,56,75.2,2.8,3,49,2,86.35,14,0,8,7,10,8,1,4,2,2,9.47,34,7,10.23,84.17,76.01,0,0,6,0,2,0,11.2,7,0,0.0,375,298,87.83,15.59,4,16,7,3.28,73.69,5
IND_MINE_0353,Odisha,Mixed,Sub-Bituminous,32,76.29,-19.62,3,65,0,93.7,12,2,1,6,11,11,9,2,0,7,-4.21,17,0,6.24,96.35,88.99,3,2,2,0,2,2,17.29,0,0,0,625,181,71.75,31.44,2,4,10,3.22,75.06,1
IND_MINE_0354,Odisha,Mixed,Coking Coal,45,88.44,5.17,4,60,1,94.08,9,2,3,14,28,23,2,6,1,0,13.38,41,7,2.0,85.8,74.73,11,2,2,1,2,0,29.22,8,1,12.5,270,312,66.06,30.93,7,16,9,5.01,86.77,2
IND_MINE_0355,Odisha,Opencast,Anthracite,18,59.26,17.93,4,36,1,81.42,12,2,5,9,25,21,2,3,1,7,28.98,37,10,25.71,76.99,72.93,4,0,0,0,0,0,22.07,1,1,100.0,207,76,71.03,25.53,6,12,6,2.73,87.5,0
IND_MINE_0356,Odisha,Mixed,Sub-Bituminous,29,77.22,4.93,0,14,3,72.81,8,1,1,12,14,1,0,4,2,7,21.96,19,7,23.57,71.23,62.23,12,1,6,0,4,0,22.83,5,1,20.0,450,285,73.94,30.68,4,4,9,4.33,76.05,0
IND_MINE_0357,Odisha,Opencast,Coking Coal,46,85.86,15.13,3,22,0,88.88,11,2,2,9,23,13,9,2,1,5,7.39,31,14,18.38,66.93,56.39,7,1,7,0,3,1,-12.52,7,6,85.71,538,99,61.58,39.66,4,6,4,3.25,94.33,1
IND_MINE_0358,Odisha,Underground,Non-Coking Bituminous,75,73.9,8.78,2,58,1,80.35,9,2,1,10,21,3,1,2,1,4,30.38,23,1,5.58,87.73,87.38,11,0,0,0,0,0,-1.75,5,5,100.0,427,107,75.06,29.44,9,13,2,1.76,86.43,0
IND_MINE_0359,Odisha,Mixed,Non-Coking Bituminous,74,84.26,9.9,1,81,1,80.39,14,0,7,3,13,10,6,5,1,5,-17.74,15,6,9.87,81.88,73.26,6,0,5,0,0,0,3.84,2,2,100.0,729,245,88.6,8.16,8,3,8,4.58,84.95,0
IND_MINE_0360,Odisha,Mixed,Coking Coal,9,79.39,-2.98,3,43,0,88.09,17,0,3,6,14,4,3,3,0,7,31.4,25,11,21.46,67.74,56.28,0,0,3,2,1,3,-20.09,7,2,28.57,472,353,85.71,16.72,7,11,9,2.23,64.57,1
IND_MINE_0361,Odisha,Mixed,Non-Coking Bituminous,12,79.55,-16.59,1,61,1,81.78,17,0,6,7,19,5,3,4,0,1,14.02,24,5,23.26,87.16,80.8,3,1,3,0,6,1,-8.6,8,2,25.0,515,188,81.97,22.7,3,10,1,2.13,85.58,3
IND_MINE_0362,Odisha,Opencast,Coking Coal,56,80.4,11.89,2,29,2,78.24,12,2,5,7,18,11,7,4,0,4,2.45,26,10,21.7,68.38,60.77,5,0,1,0,2,1,24.77,7,0,0.0,257,190,71.19,24.85,9,1,1,8.21,100,2
IND_MINE_0363,Odisha,Mixed,Anthracite,11,82.91,-3.06,1,32,1,86.28,13,0,7,1,7,6,0,5,1,7,19.45,30,3,31.7,82.22,68.16,4,0,5,0,7,1,23.57,1,1,100.0,74,102,90.76,9.47,0,15,3,6.83,60.77,3
IND_MINE_0364,Odisha,Underground,Sub-Bituminous,38,87.08,-4.68,3,76,0,99.14,6,0,6,9,12,8,6,2,2,3,32.83,31,5,31.14,79.07,75.33,6,0,1,1,2,1,16.79,8,3,37.5,581,119,81.68,25.32,9,2,6,8.35,89.18,5
IND_MINE_0365,Odisha,Mixed,Anthracite,18,84.89,-3.13,5,43,0,88.93,10,0,6,1,19,9,8,3,1,0,-8.56,32,5,34.88,80.26,79.24,0,0,6,0,5,1,-3.47,3,0,0.0,268,0,81.37,21.84,5,2,1,3.77,84.12,5
IND_MINE_0366,Uttar Pradesh,Mixed,Sub-Bituminous,52,91.97,-15.79,4,89,0,87.26,9,0,6,7,15,0,0,6,1,5,2.37,29,13,31.81,67.6,58.24,0,0,0,0,0,0,7.05,2,2,100.0,616,192,87.79,12.72,10,7,0,5.6,97.26,4
IND_MINE_0367,Uttar Pradesh,Underground,Coking Coal,50,83.67,7.52,1,69,2,74.2,8,0,5,10,17,11,1,3,2,2,25.46,38,9,21.54,88.2,72.49,10,1,3,0,6,3,-17.42,2,2,100.0,12,40,78.5,24.38,6,14,9,4.09,94.15,0
IND_MINE_0368,Uttar Pradesh,Mixed,Anthracite,28,72.0,-2.21,3,47,0,97.46,8,2,4,14,22,21,14,1,1,2,0.39,40,11,17.31,76.42,66.64,2,1,2,0,3,2,-15.17,5,5,100.0,636,227,57.32,39.8,0,19,10,9.71,99.63,2
IND_MINE_0369,Uttar Pradesh,Mixed,Coking Coal,15,73.36,3.18,0,67,2,76.49,12,2,7,8,16,6,2,1,1,0,3.96,19,3,5.17,80.0,71.5,1,0,4,0,8,2,19.26,4,0,0.0,206,102,75.55,25.04,10,11,4,2.19,79.6,3
IND_MINE_0370,Uttar Pradesh,Opencast,Non-Coking Bituminous,48,87.91,-9.66,0,53,4,75.71,9,0,1,7,22,20,10,6,0,5,32.67,27,10,20.37,81.61,78.05,9,1,6,0,1,2,-9.95,1,0,0.0,484,137,80.19,20.13,1,9,1,7.58,73.0,4
IND_MINE_0371,Jammu and Kashmir,Underground,Coking Coal,52,66.87,13.72,5,55,0,99.32,2,1,1,10,17,8,0,3,1,7,10.14,29,14,10.22,63.52,48.73,3,0,5,0,1,3,-24.24,8,0,0.0,355,104,74.23,31.83,10,15,8,2.1,80.7,5
IND_MINE_0372,Jammu and Kashmir,Underground,Sub-Bituminous,24,80.51,-5.82,1,65,1,82.43,8,0,3,10,14,4,4,4,2,1,11.63,15,5,12.18,83.54,74.36,9,0,4,0,4,0,-22.5,5,4,80.0,374,75,73.91,26.09,4,15,8,5.84,97.01,4
IND_MINE_0373,Assam,Opencast,Anthracite,73,83.33,9.0,1,20,0,97.27,13,2,4,10,23,3,1,2,2,5,31.74,33,16,34.06,70.03,52.62,11,1,1,0,2,1,16.33,0,0,0,509,106,67.86,27.44,2,13,10,9.33,100,3
IND_MINE_0374,Gujarat,Opencast,Lignite,72,95.79,9.86,4,49,2,74.19,10,0,1,11,29,0,0,1,0,5,8.93,45,8,12.73,87.07,72.53,11,2,4,2,7,1,13.08,6,4,66.67,318,257,81.53,26.07,1,18,5,4.49,61.61,1
IND_MINE_0375,Gujarat,Opencast,Lignite,29,79.65,3.65,2,7,2,84.04,18,2,8,3,21,9,9,4,2,3,13.4,36,3,2.13,89.56,88.93,0,1,7,0,7,3,-7.0,1,0,0.0,682,223,72.82,31.67,10,4,6,5.59,81.3,4
